pbframe	pbframelabel	pbrole	fnframe	vaframe
pbrs:exist-01	be, exists ('non-existent' has its own frame, fyi)	pblr:exist-01.secondary-attribute-of-arg1		va:0526f
pbrs:exit-01	leave	pblr:exit-01.place-exited		va:0119f
pbrs:exit-01	leave	pblr:exit-01.departed-entity		va:0119f
pbrs:exonerate-01	to free from blame or a responsibility	pblr:exonerate-01.entity-exonerated		va:0021f
pbrs:exonerate-01	to free from blame or a responsibility	pblr:exonerate-01.responsibility-or-blame		va:0021f
pbrs:exonerate-01	to free from blame or a responsibility	pblr:exonerate-01.freer-from-blame		va:0021f
pbrs:exophytic-01		pblr:exophytic-01.outward-from-what		
pbrs:exophytic-01		pblr:exophytic-01.abnormal-thing-growing-outward		
pbrs:exorcise-01	get rid of evil spirits	pblr:exorcise-01.evil-spirits		va:0581f
pbrs:exorcise-01	get rid of evil spirits	pblr:exorcise-01.exorcist		va:0581f
pbrs:exorcise-01	get rid of evil spirits	pblr:exorcise-01.place-haunted		va:0581f
pbrs:expand-01	(cause to) grow	pblr:expand-01.thing-grown		va:0430f
pbrs:expand-01	(cause to) grow	pblr:expand-01.end-point		va:0430f
pbrs:expand-01	(cause to) grow	pblr:expand-01.causer-of-growth		va:0430f
pbrs:expand-01	(cause to) grow	pblr:expand-01.amount-increased-by		va:0430f
pbrs:expand-01	(cause to) grow	pblr:expand-01.start-point		va:0430f
pbrs:expect-01	look forward to, anticipate, anticipating (not thing antipated), in expectation	pblr:expect-01.thing-expected		va:0129f
pbrs:expect-01	look forward to, anticipate, anticipating (not thing antipated), in expectation	pblr:expect-01.expecter		va:0129f
pbrs:expectorate-01	spit	pblr:expectorate-01.spitter		
pbrs:expectorate-01	spit	pblr:expectorate-01.loogey		
pbrs:expedite-01	to accelerate	pblr:expedite-01.entity-expedited		va:0500f
pbrs:expedite-01	to accelerate	pblr:expedite-01.causer-of-greater-speed		va:0500f
pbrs:expedition-01	adventurous trip	pblr:expedition-01.destination		
pbrs:expedition-01	adventurous trip	pblr:expedition-01.type-of-trip		
pbrs:expedition-01	adventurous trip	pblr:expedition-01.traveler		
pbrs:expel-01	to force or drive out, to discharge from	pblr:expel-01.entity-expelled		va:0491f
pbrs:expel-01	to force or drive out, to discharge from	pblr:expel-01.expelled-from		va:0491f
pbrs:expel-01	to force or drive out, to discharge from	pblr:expel-01.expeller		va:0491f
pbrs:expend-01	to spend, consume	pblr:expend-01.spender		va:0135f
pbrs:expend-01	to spend, consume	pblr:expend-01.entity-expended-on		va:0135f
pbrs:expend-01	to spend, consume	pblr:expend-01.entity-expended		va:0135f
pbrs:expense-01	charge/write off as an expense	pblr:expense-01.entity-or-account-being-charged		
pbrs:expense-01	charge/write off as an expense	pblr:expense-01.secondary-predication-on-arg1		
pbrs:expense-01	charge/write off as an expense	pblr:expense-01.the-charge-being-written-off		
pbrs:expense-01	charge/write off as an expense	pblr:expense-01.agent-of-writing-off		
pbrs:expensive-02	high in price	pblr:expensive-02.buyer		
pbrs:expensive-02	high in price	pblr:expensive-02.costly-thing		
pbrs:expensive-02	high in price	pblr:expensive-02.price		
pbrs:experience-01	have a sensation or experience	pblr:experience-01.experienced		va:0165f
pbrs:experience-01	have a sensation or experience	pblr:experience-01.experiencer		va:0165f
pbrs:experience-02		pblr:experience-02.entity-with-a-history-of-participation		
pbrs:experience-02		pblr:experience-02.skill		
pbrs:experiment-01	to conduct an experiment	pblr:experiment-01.experimental-method		va:0331f
pbrs:experiment-01	to conduct an experiment	pblr:experiment-01.scientist		va:0331f
pbrs:experiment-01	to conduct an experiment	pblr:experiment-01.experimental-subject		va:0331f
pbrs:expert-01	expert	pblr:expert-01.expertise		
pbrs:expert-01	expert	pblr:expert-01.capable-entity		
pbrs:expiate-01	atone for	pblr:expiate-01.sinner		
pbrs:expiate-01	atone for	pblr:expiate-01.sin		
pbrs:expire-01	get to end of valid time period	pblr:expire-01.expiration-date		va:0429f
pbrs:expire-01	get to end of valid time period	pblr:expire-01.commodity		va:0429f
pbrs:expire-02	exhalation	pblr:expire-02.air-exhaled		
pbrs:expire-02	exhalation	pblr:expire-02.exhaler		
pbrs:explain-01	explain, descibing, justifying	pblr:explain-01.explained-to		va:0314f
pbrs:explain-01	explain, descibing, justifying	pblr:explain-01.explainer		va:0314f
pbrs:explain-01	explain, descibing, justifying	pblr:explain-01.thing-explained		va:0314f
pbrs:explicate-01	make clear or explicit	pblr:explicate-01.explained-to		
pbrs:explicate-01	make clear or explicit	pblr:explicate-01.causer-of-clarification		
pbrs:explicate-01	make clear or explicit	pblr:explicate-01.thing-becoming-clearer		
pbrs:explicit-02	graphic to the point of being potentially offensive	pblr:explicit-02.overly-graphic-thing		
pbrs:explicit-03	clear, detailed	pblr:explicit-03.explained-to		
pbrs:explicit-03	clear, detailed	pblr:explicit-03.clear-thing		
pbrs:explicit-03	clear, detailed	pblr:explicit-03.detail-giver		
pbrs:explode-01	go boom	pblr:explode-01.attribute		va:0537f
pbrs:explode-01	go boom	pblr:explode-01.bomb		va:0537f
pbrs:explode-01	go boom	pblr:explode-01.bomber		va:0537f
pbrs:explode-02	get bigger very quickly	pblr:explode-02.end-point		va:0430f
pbrs:explode-02	get bigger very quickly	pblr:explode-02.causer-of-rapid-growth		va:0430f
pbrs:explode-02	get bigger very quickly	pblr:explode-02.amount-increased-by		va:0430f
pbrs:explode-02	get bigger very quickly	pblr:explode-02.thing-getting-bigger		va:0430f
pbrs:explode-02	get bigger very quickly	pblr:explode-02.start-point		va:0430f
pbrs:explode-03	overflow, overflow/ erupt	pblr:explode-03.the-container		va:0421f
pbrs:explode-03	overflow, overflow/ erupt	pblr:explode-03.agent		va:0421f
pbrs:explode-03	overflow, overflow/ erupt	pblr:explode-03.the-substance		va:0421f
pbrs:exploit-01	use, overuse	pblr:exploit-01.user		va:0277f
pbrs:exploit-01	use, overuse	pblr:exploit-01.thing-used		va:0277f
pbrs:exploit-01	use, overuse	pblr:exploit-01.purpose		va:0277f
pbrs:explore-01	explore, discover new places or things, searching out new places	pblr:explore-01.explorer		va:0197f
pbrs:explore-01	explore, discover new places or things, searching out new places	pblr:explore-01.place-explored		va:0197f
pbrs:explore-01	explore, discover new places or things, searching out new places	pblr:explore-01.in-search-of-what		va:0197f
pbrs:exponential-01		pblr:exponential-01.the-base		
pbrs:exponential-01		pblr:exponential-01.the-exponent		
pbrs:exponential-01		pblr:exponential-01.exponential-thing		
pbrs:export-01	ship out commodities	pblr:export-01.importer		va:0229f
pbrs:export-01	ship out commodities	pblr:export-01.exporter		va:0229f
pbrs:export-01	ship out commodities	pblr:export-01.product		va:0229f
pbrs:expose-01	cause to be visible	pblr:expose-01.exposed-to		va:0162f
pbrs:expose-01	cause to be visible	pblr:expose-01.exposed-entity		va:0162f
pbrs:expose-01	cause to be visible	pblr:expose-01.exposer		va:0162f
pbrs:expound-01	explain, talk about	pblr:expound-01.expounder		va:0314f
pbrs:expound-01	explain, talk about	pblr:expound-01.thing-explained		va:0314f
pbrs:express-01	say	pblr:express-01.hearer		va:0009f
pbrs:express-01	say	pblr:express-01.utterance		va:0009f
pbrs:express-01	say	pblr:express-01.speaker		va:0009f
pbrs:express-02	send very quickly	pblr:express-02.sender		va:0083f
pbrs:express-02	send very quickly	pblr:express-02.sent-to		va:0083f
pbrs:express-02	send very quickly	pblr:express-02.thing-sent		va:0083f
pbrs:express-03	biological expression (usually of a gene)	pblr:express-03.gene		
pbrs:express-03	biological expression (usually of a gene)	pblr:express-03.protein		
pbrs:express-03	biological expression (usually of a gene)	pblr:express-03.cell		
pbrs:expropriate-01	revoke ownership	pblr:expropriate-01.owner-removed-from		
pbrs:expropriate-01	revoke ownership	pblr:expropriate-01.expropriator		
pbrs:expropriate-01	revoke ownership	pblr:expropriate-01.thing-revoked		
pbrs:expunge-01	remove	pblr:expunge-01.thing-being-removed		va:0491f
pbrs:expunge-01	remove	pblr:expunge-01.entity-removing		va:0491f
pbrs:expunge-01	remove	pblr:expunge-01.removed-from		va:0491f
pbrs:expurgate-01	expunge objectionable material from text	pblr:expurgate-01.objectionable-material-being-removed		
pbrs:expurgate-01	expunge objectionable material from text	pblr:expurgate-01.source		
pbrs:expurgate-01	expunge objectionable material from text	pblr:expurgate-01.censor		
pbrs:extend-01	make longer	pblr:extend-01.relevant-dimension-of-arg1		va:0167f
pbrs:extend-01	make longer	pblr:extend-01.by-how-much-or-until-when		va:0167f
pbrs:extend-01	make longer	pblr:extend-01.agent		va:0167f
pbrs:extend-01	make longer	pblr:extend-01.end-point		va:0167f
pbrs:extend-01	make longer	pblr:extend-01.start-point		va:0167f
pbrs:extend-01	make longer	pblr:extend-01.patient		va:0167f
pbrs:extend-02	offer	pblr:extend-02.thing-offered		va:0167f
pbrs:extend-02	offer	pblr:extend-02.giver		va:0167f
pbrs:extend-02	offer	pblr:extend-02.offered-to		va:0167f
pbrs:extensive-03	range or depth of	pblr:extensive-03.patient		
pbrs:extensive-03	range or depth of	pblr:extensive-03.start-point		
pbrs:extensive-03	range or depth of	pblr:extensive-03.degree		
pbrs:extensive-03	range or depth of	pblr:extensive-03.end-point		
pbrs:exterminate-01	exterminate	pblr:exterminate-01.thing-destroyed		va:0491f
pbrs:exterminate-01	exterminate	pblr:exterminate-01.instrument-of-destruction		va:0491f
pbrs:exterminate-01	exterminate	pblr:exterminate-01.destroyer		va:0491f
pbrs:external-02		pblr:external-02.external-to		
pbrs:external-02		pblr:external-02.external-thing		
pbrs:externalize-01		pblr:externalize-01.thing-externalized		
pbrs:externalize-01		pblr:externalize-01.agent		
pbrs:externalize-01		pblr:externalize-01.attribute		
pbrs:extinct-02	dying off completely	pblr:extinct-02.cause-of-extinction		
pbrs:extinct-02	dying off completely	pblr:extinct-02.thing-dying-off		
pbrs:extinction-01	dying off completely	pblr:extinction-01.cause-of-extinction		
pbrs:extinction-01	dying off completely	pblr:extinction-01.thing-dying-off		
pbrs:extinguish-01	put out, like a fire	pblr:extinguish-01.extinguisher		va:0491f
pbrs:extinguish-01	put out, like a fire	pblr:extinguish-01.fire		va:0491f
pbrs:extinguish-01	put out, like a fire	pblr:extinguish-01.instrument		va:0491f
pbrs:extinguish-01	put out, like a fire	pblr:extinguish-01.location-of-the-former-flame		va:0491f
pbrs:extirpate-01	remove or destroy totally	pblr:extirpate-01.destroyer		
pbrs:extirpate-01	remove or destroy totally	pblr:extirpate-01.thing-destroyed		
pbrs:extirpate-01	remove or destroy totally	pblr:extirpate-01.place-cleared-of-arg1		
pbrs:extol-01	laud, praise	pblr:extol-01.agent		va:0101f
pbrs:extol-01	laud, praise	pblr:extol-01.for-what		va:0101f
pbrs:extol-01	laud, praise	pblr:extol-01.entity-extolled		va:0101f
pbrs:extort-01	extract money from, under pressure	pblr:extort-01.agent		va:0301f
pbrs:extort-01	extract money from, under pressure	pblr:extort-01.source		va:0301f
pbrs:extort-01	extract money from, under pressure	pblr:extort-01.money		va:0301f
pbrs:extra-01	surplus, outide of what is required/expected	pblr:extra-01.surplus-entity		
pbrs:extraaxial-01	within the skull/vertebrae, but outside the brain/spine	pblr:extraaxial-01.extra-axial-lesion		
pbrs:extract-01	to remove or obtain	pblr:extract-01.remover		va:0290f
pbrs:extract-01	to remove or obtain	pblr:extract-01.thing-extracted		va:0290f
pbrs:extract-01	to remove or obtain	pblr:extract-01.entity-extracted-from		va:0290f
pbrs:extraction-02	lineage, ancestory	pblr:extraction-02.the-ancestory		
pbrs:extraction-02	lineage, ancestory	pblr:extraction-02.entity-having-ancestors		
pbrs:extradite-01	expel	pblr:extradite-01.entity-expelled		va:0581f
pbrs:extradite-01	expel	pblr:extradite-01.expelled-from		va:0581f
pbrs:extradite-01	expel	pblr:extradite-01.expeller		va:0581f
pbrs:extradite-01	expel	pblr:extradite-01.expelled-to		va:0581f
pbrs:extrafamilial-01	outside of the family	pblr:extrafamilial-01.extrafamilial-entity		
pbrs:extranodal-01		pblr:extranodal-01.thing-that-is-external-to-the-node		
pbrs:extranodal-01		pblr:extranodal-01.the-node		
pbrs:extrapolate-01	estimate by extending known information	pblr:extrapolate-01.known-information		va:0064f
pbrs:extrapolate-01	estimate by extending known information	pblr:extrapolate-01.thinker		va:0064f
pbrs:extrapolate-01	estimate by extending known information	pblr:extrapolate-01.new-information		va:0064f
pbrs:extravagant-01	excessive, overly giving	pblr:extravagant-01.thing-given-in-large-amounts		
pbrs:extravagant-01	excessive, overly giving	pblr:extravagant-01.excessive-entity		
pbrs:extravasate-01	flowing or being forced from a vessel	pblr:extravasate-01.cause-of-extravasation		
pbrs:extravasate-01	flowing or being forced from a vessel	pblr:extravasate-01.source		
pbrs:extravasate-01	flowing or being forced from a vessel	pblr:extravasate-01.entity-flowing-out		
pbrs:extreme-01	the highest degree of something	pblr:extreme-01.attribute		
pbrs:extreme-01	the highest degree of something	pblr:extreme-01.thing-that-is-extreme		
pbrs:extricate-01	remove thyself	pblr:extricate-01.thing-removed		va:0239f
pbrs:extricate-01	remove thyself	pblr:extricate-01.agent-of-removing		va:0239f
pbrs:extricate-01	remove thyself	pblr:extricate-01.from-where		va:0239f
pbrs:extrude-01	thrust, force, or press out	pblr:extrude-01.entity-extruded		
pbrs:extrude-01	thrust, force, or press out	pblr:extrude-01.extruder		
pbrs:extrude-01	thrust, force, or press out	pblr:extrude-01.extruded-from		
pbrs:extubate-01	remove a tube from	pblr:extubate-01.agent		
pbrs:extubate-01	remove a tube from	pblr:extubate-01.patient-or-location-tube-is-removed-from		
pbrs:exude-01	ooze	pblr:exude-01.ooze		va:0160f
pbrs:exude-01	ooze	pblr:exude-01.oozer		va:0160f
pbrs:exult-01	feel great joy	pblr:exult-01.entity-feeling-joy		
pbrs:exult-01	feel great joy	pblr:exult-01.joyful-of-what		
pbrs:eye-01	to watch closely	pblr:eye-01.watcher		va:0521f
pbrs:eye-01	to watch closely	pblr:eye-01.entity-eyed		va:0521f
pbrs:eye-on-ball-04		pblr:eye-on-ball-04.issue-arg0-is-attentive-to		
pbrs:eye-on-ball-04		pblr:eye-on-ball-04.attentive-entity		
pbrs:eyeball-01	look at	pblr:eyeball-01.looker		va:0521f
pbrs:eyeball-01	look at	pblr:eyeball-01.looked-at		va:0521f
pbrs:fabricate-01	create, making up	pblr:fabricate-01.creator		va:0483f
pbrs:fabricate-01	create, making up	pblr:fabricate-01.creation		va:0483f
pbrs:fabricate-01	create, making up	pblr:fabricate-01.created-from		va:0483f
pbrs:fabricate-01	create, making up	pblr:fabricate-01.benefactive		va:0483f
pbrs:fabulous-01	generally wonderful	pblr:fabulous-01.generally-fabulous-entity		
pbrs:fabulous-01	generally wonderful	pblr:fabulous-01.target-of-fabulous-behavior		
pbrs:fabulous-02	extremely skilled at	pblr:fabulous-02.skill		
pbrs:fabulous-02	extremely skilled at	pblr:fabulous-02.skilled-entity		
pbrs:fabulous-03	extremely beneficial, healthful	pblr:fabulous-03.beneficial-thing		
pbrs:fabulous-03	extremely beneficial, healthful	pblr:fabulous-03.beneficiary		
pbrs:face-01	look across at	pblr:face-01.anchor		va:0373f
pbrs:face-01	look across at	pblr:face-01.looked-at		va:0373f
pbrs:face-01	look across at	pblr:face-01.looker		va:0373f
pbrs:face-01	look across at	pblr:face-01.the-face-of-arg1		va:0373f
pbrs:face-01	look across at	pblr:face-01.the-face-of-the-thing-being-faced		va:0373f
pbrs:face-down-06		pblr:face-down-06.axis		
pbrs:face-down-06		pblr:face-down-06.face-anchor		
pbrs:face-down-06		pblr:face-down-06.down-anchor		
pbrs:face-down-06		pblr:face-down-06.face-down-thing		
pbrs:face-off-02	face off: oppose, fight	pblr:face-off-02.first-opponent		
pbrs:face-off-02	face off: oppose, fight	pblr:face-off-02.second-opponent		
pbrs:facelift-01	to make over, or literally give face lift	pblr:facelift-01.thing-getting-facelift		
pbrs:facelift-01	to make over, or literally give face lift	pblr:facelift-01.end-result		
pbrs:facelift-01	to make over, or literally give face lift	pblr:facelift-01.surgeon-or-entity-making-something-over		
pbrs:facetime-01	videochat, using facetime program	pblr:facetime-01.subject-matter		
pbrs:facetime-01	videochat, using facetime program	pblr:facetime-01.other-videochatter		
pbrs:facetime-01	videochat, using facetime program	pblr:facetime-01.first-videochatter		
pbrs:facilitate-01	make easier	pblr:facilitate-01.thing-helping		va:0487f
pbrs:facilitate-01	make easier	pblr:facilitate-01.thing-being-helped		va:0487f
pbrs:factor-01	include in calculation	pblr:factor-01.thing-included		va:0074f
pbrs:factor-01	include in calculation	pblr:factor-01.factorer		va:0074f
pbrs:factor-01	include in calculation	pblr:factor-01.calculation		va:0074f
pbrs:fade-01	(cause to) become dim	pblr:fade-01.thing-fading		va:0053f
pbrs:fade-01	(cause to) become dim	pblr:fade-01.amount-faded-by		va:0053f
pbrs:fade-01	(cause to) become dim	pblr:fade-01.start-point		va:0053f
pbrs:fade-01	(cause to) become dim	pblr:fade-01.agent		va:0053f
pbrs:fade-01	(cause to) become dim	pblr:fade-01.end-point		va:0053f
pbrs:fail-01	not succeed	pblr:fail-01.thing-failing		va:0533f
pbrs:fail-01	not succeed	pblr:fail-01.task		va:0533f
pbrs:fail-01	not succeed	pblr:fail-01.benefactive		va:0533f
pbrs:fail-01	not succeed	pblr:fail-01.assessor-of-not-failing		va:0533f
pbrs:fail-02	give failing grade	pblr:fail-02.teacher		
pbrs:fail-02	give failing grade	pblr:fail-02.student		
pbrs:faint-01	faint, pass out	pblr:faint-01.fainter		va:0452f
pbrs:faint-02	feeling weak, perhaps as precedes a loss of consciousness	pblr:faint-02.body-part-or-domain-of-weakness		
pbrs:faint-02	feeling weak, perhaps as precedes a loss of consciousness	pblr:faint-02.entity-feeling-faint		
pbrs:faint-02	feeling weak, perhaps as precedes a loss of consciousness	pblr:faint-02.causer-of-faintness		
pbrs:faint-03	faded, difficult to discern	pblr:faint-03.causer-of-faintness		
pbrs:faint-03	faded, difficult to discern	pblr:faint-03.faded-thing		
pbrs:fair-01	just	pblr:fair-01.agent-of-fair-action		
pbrs:fair-01	just	pblr:fair-01.affected-entity		
pbrs:fair-01	just	pblr:fair-01.fair-action		
pbrs:fair-02	pleasing, aesthetically/perceptually nice	pblr:fair-02.pleasing-thing		
pbrs:fair-03	light in tone	pblr:fair-03.light-entity		
